Date,RELIANCE.NS,TCS.NS,INFY.NS
2021-07-29,934.25341796875,2829.257568359375,1438.8387451171875
2021-07-30,926.0860595703125,2804.158935546875,1433.0548095703125
2021-08-02,943.0125122070312,2850.14990234375,1451.785400390625
2021-08-03,949.9513549804688,2908.137939453125,1472.829833984375
2021-08-04,957.2315673828125,2898.44384765625,1467.53564453125
2021-08-05,971.109375,2907.29638671875,1471.3616943359375
2021-08-06,950.5429077148438,2930.181640625,1468.3804931640625
2021-08-09,945.128173828125,2941.602294921875,1480.0374755859375
2021-08-10,950.0877685546875,2951.517578125,1492.4503173828125
2021-08-11,963.3969116210938,2960.636474609375,1492.7171630859375
2021-08-12,960.3028564453125,2967.3203125,1503.439697265625
2021-08-13,976.2965087890625,3066.1650390625,1523.5494384765625
2021-08-16,988.9685668945312,3074.619140625,1516.6087646484375
2021-08-17,984.759765625,3145.531982421875,1549.754638671875
2021-08-18,988.5819091796875,3152.172119140625,1542.458251953125
2021-08-20,977.4795532226562,3151.2421875,1542.01318359375
2021-08-23,983.895263671875,3220.2080078125,1547.1741943359375
2021-08-24,993.6097412109375,3198.783203125,1531.2462158203125
2021-08-25,1002.20947265625,3239.330810546875,1544.326904296875
2021-08-26,1014.8814697265625,3250.70654296875,1537.3416748046875
2021-08-27,1013.4937744140625,3293.466796875,1520.5242919921875
2021-08-30,1032.990966796875,3276.7783203125,1510.9586181640625
2021-08-31,1027.4854736328125,3352.162353515625,1518.4329833984375
2021-09-01,1031.5577392578125,3288.863037109375,1492.895263671875
2021-09-02,1043.9796142578125,3396.693115234375,1502.994873046875
2021-09-03,1086.796142578125,3401.3857421875,1513.2720947265625
2021-09-06,1103.67724609375,3410.193603515625,1539.744384765625
2021-09-07,1110.638916015625,3378.23486328125,1518.6112060546875
2021-09-08,1106.2933349609375,3341.2734375,1506.6875
2021-09-09,1103.67724609375,3356.544189453125,1505.2191162109375
2021-09-13,1079.083984375,3404.306640625,1505.4862060546875
2021-09-14,1077.67333984375,3440.206298828125,1500.3697509765625
2021-09-15,1082.1551513671875,3500.982421875,1522.882080078125
2021-09-16,1104.860107421875,3455.610107421875,1514.69580078125
2021-09-17,1087.72900390625,3388.8134765625,1504.9522705078125
2021-09-20,1089.4580078125,3384.96337890625,1501.8822021484375
2021-09-21,1094.1673583984375,3419.888427734375,1529.1107177734375
2021-09-22,1105.9068603515625,3419.180419921875,1527.7318115234375
2021-09-23,1132.9344482421875,3425.465576171875,1550.5555419921875
2021-09-24,1129.6583251953125,3427.2802734375,1569.508544921875
2021-09-27,1148.655029296875,3396.871337890625,1531.513427734375
